 Overlap Hit: DFP1 YJM981 chrI 723 168695 169417
 Overlap Hit: DFP1 RM chrI 723 157871 158593
 Overlap Hit: DFP1 273614 chrI 723 160802 161524
 Overlap Hit: DFP1 CLIB219 chrI 723 169319 170041
 Overlap Hit: DFP1 YJM978 chrI 724 170363 171086
 Overlap Hit: DFP1 I14 chrI 723 160641 161363
 Overlap Hit: DFP1 CLIB413 chrI 723 174930 175652
 Overlap Hit: DFP1 BY chrI 723 180051 180772
 Overlap Hit: DFP1 Y10 chrI 723 183545 184267
 Overlap Hit: DFP1 YPS1009 chrI 723 179348 180070
 Overlap Hit: DFP1 YPS163 chrI 723 164177 164899
 Overlap Hit: DFP1 CBS2888 chrI 723 166985 167703
 Overlap Hit: DFP1 YJM454 chrI 708 170370 171061
 Overlap Hit: DFP1 YJM145 chrI 708 163996 164687
 Overlap Hit: DFP1 M22 chrI 708 170368 171059
 Overlap Hit: DFP1 PW5 chrI 707 166744 167434
 Overlap Hit: REF_MST28 BY chrI 705 188876 189580
 Overlap Hit: REF_PRM9 BY chrI 132 187605 188501
 Overlap Hit: REF_MST28 Y10 chrI 705 192348 193052
 Overlap Hit: REF_PRM9 Y10 chrI 132 191099 191795
 Overlap Hit: REF_MST28 CBS2888 chrI 705 176768 177472
 Overlap Hit: REF_PRM8 CBS2888 chrI 524 175680 176393
 Overlap Hit: REF_MST28 YJM978 chrI 705 192897 193601
 Overlap Hit: NA NA NA 524 NA NA
 Overlap Hit: NA NA NA 121 NA NA
 Overlap Hit: REF_MST28 YPS163 chrI 705 180809 181513
 Overlap Hit: DFP22 YPS163 chrI 216 176489 177193
 Overlap Hit: REF_PRM9 YPS163 chrI 132 179552 180247
 Overlap Hit: NA NA NA 121 NA NA
 Overlap Hit: REF_MST28 YJM981 chrI 705 177498 178202
 Overlap Hit: REF_PRM9 YJM981 chrI 132 176252 176945
 Overlap Hit: REF_MST28 273614 chrI 705 169534 170238
 Overlap Hit: REF_PRM9 273614 chrI 132 168285 168981
 Overlap Hit: REF_MST28 I14 chrI 706 177099 177803
 Overlap Hit: REF_PRM8 I14 chrI 524 176011 176724
 Overlap Hit: DFP22 I14 chrI 203 171708 172398
 Overlap Hit: REF_PRM9 I14 chrI 132 174758 175449
 Overlap Hit: REF_MST28 RM chrI 705 167013 167717
 Overlap Hit: REF_PRM9 RM chrI 132 165767 166460
 Overlap Hit: REF_MST28 BY chrVII 706 404115 404819
 Overlap Hit: REF_PRM8 BY chrVII 524 403017 403730
 Overlap Hit: REF_MST28 CLIB219 chrI 707 180069 180773
 Overlap Hit: NA NA NA 505 NA NA
 Overlap Hit: NA NA NA 121 NA NA
 Overlap Hit: REF_MST28 YPS1009 chrI 705 187815 188519
 Overlap Hit: NA NA NA 522 NA NA
 Overlap Hit: REF_MST28 YPS1009 chrVII 706 399183 399887
 Overlap Hit: REF_MST28 YJM978 chrVII 706 419179 419883
 Overlap Hit: DFP20 CLIB413 chrI 706 183670 184374
 Overlap Hit: NA NA NA 523 NA NA
 Overlap Hit: NA NA NA 92 NA NA
 Overlap Hit: NA NA NA 91 NA NA
 Overlap Hit: NA NA NA 91 NA NA
 Overlap Hit: NA NA NA 91 NA NA
 Overlap Hit: NA NA NA 91 NA NA
 Overlap Hit: REF_PRM8 BY chrVII 714 403017 403730
 Overlap Hit: REF_MST28 BY chrVII 524 404115 404819
 Overlap Hit: REF_PRM8 CBS2888 chrI 714 175680 176393
 Overlap Hit: REF_UIP3 CBS2888 chrI 120 171117 171824
 Overlap Hit: NA NA NA 714 NA NA
 Overlap Hit: DFP17 YJM978 chrI 356 186272 186982
 Overlap Hit: NA NA NA 239 NA NA
 Overlap Hit: DFP17 YJM978 chrI 120 186272 186982
 Overlap Hit: NA NA NA 118 NA NA
 Overlap Hit: REF_PRM8 I14 chrI 714 176011 176724
 Overlap Hit: REF_PRM9 I14 chrI 518 174758 175449
 Overlap Hit: DFP22 I14 chrI 458 171708 172398
 Overlap Hit: NA NA NA 333 NA NA
 Overlap Hit: REF_UIP3 I14 chrI 120 164784 165491
 Overlap Hit: NA NA NA 80 NA NA
 Overlap Hit: NA NA NA 509 NA NA
 Overlap Hit: DFP17 CLIB219 chrI 362 173461 174171
 Overlap Hit: DFP17 CLIB219 chrI 120 173461 174171
 Overlap Hit: NA NA NA 118 NA NA
 Overlap Hit: REF_PRM9 BY chrI 723 187605 188501
 Overlap Hit: REF_MST28 BY chrI 524 188876 189580
 Overlap Hit: REF_UIP3 BY chrI 120 184539 185246
 Overlap Hit: NA NA NA 536 NA NA
 Overlap Hit: REF_UIP3 YPS1009 chrI 120 182201 182908
 Overlap Hit: NA NA NA 557 NA NA
 Overlap Hit: REF_UIP3 CLIB413 chrI 120 179339 180046
 Overlap Hit: DFP22 YPS163 chrI 471 176489 177193
 Overlap Hit: REF_PRM9 YPS163 chrI 518 179552 180247
 Overlap Hit: DFP25 YPS163 chrI 357 174283 174993
 Overlap Hit: DFP25 YPS163 chrI 120 174283 174993
 Overlap Hit: NA NA NA 80 NA NA
 Overlap Hit: NA NA NA 118 NA NA
 Overlap Hit: REF_PRM9 YJM981 chrI 518 176252 176945
 Overlap Hit: REF_UIP3 YJM981 chrI 120 173184 173891
 Overlap Hit: REF_PRM9 273614 chrI 518 168285 168981
 Overlap Hit: REF_UIP3 273614 chrI 120 165213 165920
 Overlap Hit: REF_PRM9 Y10 chrI 518 191099 191795
 Overlap Hit: REF_UIP3 Y10 chrI 120 188030 188737
 Overlap Hit: REF_PRM9 RM chrI 518 165767 166460
 Overlap Hit: REF_UIP3 RM chrI 120 162695 163402
 Overlap Hit: REF_MST28 YPS1009 chrVII 524 399183 399887
 Overlap Hit: REF_MST28 YJM978 chrVII 524 419179 419883
 Overlap Hit: DFP16 YJM978 chrVII 333 415838 416551
 Overlap Hit: NA NA NA 239 NA NA
 Overlap Hit: DFP16 YJM978 chrVII 121 415838 416551
 Overlap Hit: NA NA NA 316 NA NA
 Overlap Hit: DFP13 PW5 chrI 122 170894 171589
 Overlap Hit: DFP13 PW5 chrXII 122 918800 919495
 Overlap Hit: DFP13 YJM454 chrI 122 174495 175190
 Overlap Hit: DFP14 YJM454 chrI 121 177767 178480
 Overlap Hit: DFP13 YJM145 chrI 122 174044 174739
 Overlap Hit: DFP14 YJM145 chrI 121 177316 178029
 Overlap Hit: DFP13 M22 chrI 122 174493 175188
 Overlap Hit: DFP14 M22 chrI 121 177765 178478
 Overlap Hit: REF_PRM9 BY chrI 897 187605 188501
 Overlap Hit: REF_MST28 BY chrI 159 188876 189580
 Overlap Hit: REF_PRM9 I14 chrI 692 174758 175449
 Overlap Hit: REF_PRM8 I14 chrI 748 176011 176724
 Overlap Hit: NA NA NA 346 NA NA
 Overlap Hit: DFP22 I14 chrI 161 171708 172398
 Overlap Hit: NA NA NA 80 NA NA
 Overlap Hit: REF_PRM9 YPS163 chrI 696 179552 180247
 Overlap Hit: DFP22 YPS163 chrI 322 176489 177193
 Overlap Hit: DFP25 YPS163 chrI 769 174283 174993
 Overlap Hit: NA NA NA 80 NA NA
 Overlap Hit: REF_PRM9 YJM981 chrI 694 176252 176945
 Overlap Hit: REF_PRM9 RM chrI 694 165767 166460
 Overlap Hit: REF_PRM9 273614 chrI 697 168285 168981
 Overlap Hit: REF_PRM9 Y10 chrI 697 191099 191795
 Overlap Hit: REF_PRM8 BY chrVII 818 403017 403730
 Overlap Hit: REF_MST28 BY chrVII 159 404115 404819
 Overlap Hit: REF_PRM8 CBS2888 chrI 401 175680 176393
 Overlap Hit: REF_PRM8 CBS2888 chrI 326 175680 176393
 Overlap Hit: REF_MST28 CBS2888 chrI 150 176768 177472
 Overlap Hit: NA NA NA 401 NA NA
 Overlap Hit: NA NA NA 322 NA NA
 Overlap Hit: DFP17 YJM978 chrI 759 186272 186982
 Overlap Hit: NA NA NA 236 NA NA
 Overlap Hit: NA NA NA 320 NA NA
 Overlap Hit: NA NA NA 223 NA NA
 Overlap Hit: NA NA NA 324 NA NA
 Overlap Hit: DFP17 CLIB219 chrI 765 173461 174171
 Overlap Hit: NA NA NA 196 NA NA
